TRT01A,AETERM,AEBODSYS,param,value,sub_col_label,AETERM_ORD,AEBODSYS_ORD
Xanomeline High Dose,RASH PRURITIC,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.027777777777777776,N_and_N_pct,139,3
Xanomeline High Dose,RESPIRATORY TRACT CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,85,4
Xanomeline High Dose,RESPIRATORY TRACT CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,85,4
Xanomeline High Dose,RESPIRATORY TRACT CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,85,4
Xanomeline High Dose,RHINITIS,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,86,7
Xanomeline High Dose,RHINITIS,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,86,7
Xanomeline High Dose,RHINITIS,INFECTIONS AND INFESTATIONS,N_pct,0.013888888888888888,N_and_N_pct,86,7
Xanomeline High Dose,RHINORRHOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,74,4
Xanomeline High Dose,RHINORRHOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,2,AEs,74,4
Xanomeline High Dose,RHINORRHOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,74,4
Xanomeline High Dose,SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,N,4,N_and_N_pct,73,5
Xanomeline High Dose,SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,N_tot,5,AEs,73,5
Xanomeline High Dose,SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,N_pct,0.05555555555555555,N_and_N_pct,73,5
Xanomeline High Dose,SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,N,1,N_and_N_pct,131,21
Xanomeline High Dose,SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,N_tot,1,AEs,131,21
Xanomeline High Dose,SEASONAL ALLERGY,IMMUNE SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,131,21
Xanomeline High Dose,SINUS BRADYCARDIA,CARDIAC DISORDERS,N,8,N_and_N_pct,115,6
Xanomeline High Dose,SINUS BRADYCARDIA,CARDIAC DISORDERS,N_tot,12,AEs,115,6
Xanomeline High Dose,SINUS BRADYCARDIA,CARDIAC DISORDERS,N_pct,0.1111111111111111,N_and_N_pct,115,6
Xanomeline High Dose,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,5,N_and_N_pct,96,3
Xanomeline High Dose,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,8,AEs,96,3
Xanomeline High Dose,SKIN IRRITATION,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.06944444444444445,N_and_N_pct,96,3
Xanomeline High Dose,SKIN LESION EXCISION,SURGICAL AND MEDICAL PROCEDURES,N,1,N_and_N_pct,165,15
Xanomeline High Dose,SKIN LESION EXCISION,SURGICAL AND MEDICAL PROCEDURES,N_tot,1,AEs,165,15
Xanomeline High Dose,SKIN LESION EXCISION,SURGICAL AND MEDICAL PROCEDURES,N_pct,0.013888888888888888,N_and_N_pct,165,15
Xanomeline High Dose,SKIN ODOUR ABNORMAL,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,70,3
Xanomeline High Dose,SKIN ODOUR ABNORMAL,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,1,AEs,70,3
Xanomeline High Dose,SKIN ODOUR ABNORMAL,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,70,3
Xanomeline High Dose,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,106,13
Xanomeline High Dose,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,106,13
Xanomeline High Dose,SOMNOLENCE,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,106,13
Xanomeline High Dose,STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,87,5
Xanomeline High Dose,STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,N_tot,1,AEs,87,5
Xanomeline High Dose,STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,87,5
Xanomeline High Dose,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N,1,N_and_N_pct,188,6
Xanomeline High Dose,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_tot,1,AEs,188,6
Xanomeline High Dose,SUPRAVENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,188,6
Xanomeline High Dose,SYNCOPE,NERVOUS SYSTEM DISORDERS,N,2,N_and_N_pct,146,13
Xanomeline High Dose,SYNCOPE,NERVOUS SYSTEM DISORDERS,N_tot,3,AEs,146,13
Xanomeline High Dose,SYNCOPE,NERVOUS SYSTEM DISORDERS,N_pct,0.027777777777777776,N_and_N_pct,146,13
Xanomeline High Dose,SYNCOPE VASOVAGAL,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,189,13
Xanomeline High Dose,SYNCOPE VASOVAGAL,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,189,13
Xanomeline High Dose,SYNCOPE VASOVAGAL,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,189,13
Xanomeline High Dose,TRANSIENT ISCHAEMIC ATTACK,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,116,13
Xanomeline High Dose,TRANSIENT ISCHAEMIC ATTACK,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,116,13
Xanomeline High Dose,TRANSIENT ISCHAEMIC ATTACK,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,116,13
Xanomeline High Dose,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N,3,N_and_N_pct,28,7
Xanomeline High Dose,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_tot,5,AEs,28,7
Xanomeline High Dose,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.041666666666666664,N_and_N_pct,28,7
Xanomeline High Dose,URINARY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,42,7
Xanomeline High Dose,URINARY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,42,7
Xanomeline High Dose,URINARY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.013888888888888888,N_and_N_pct,42,7
Xanomeline High Dose,URTICARIA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,56,3
Xanomeline High Dose,URTICARIA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,56,3
Xanomeline High Dose,URTICARIA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,56,3
Xanomeline High Dose,VENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N,1,N_and_N_pct,158,6
Xanomeline High Dose,VENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_tot,1,AEs,158,6
Xanomeline High Dose,VENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,158,6
Xanomeline High Dose,VENTRICULAR SEPTAL DEFECT,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",N,2,N_and_N_pct,121,19
Xanomeline High Dose,VENTRICULAR SEPTAL DEFECT,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",N_tot,2,AEs,121,19
Xanomeline High Dose,VENTRICULAR SEPTAL DEFECT,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",N_pct,0.027777777777777776,N_and_N_pct,121,19
Xanomeline High Dose,VERTIGO,EAR AND LABYRINTH DISORDERS,N,1,N_and_N_pct,124,20
Xanomeline High Dose,VERTIGO,EAR AND LABYRINTH DISORDERS,N_tot,1,AEs,124,20
Xanomeline High Dose,VERTIGO,EAR AND LABYRINTH DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,124,20
Xanomeline High Dose,VISION BLURRED,EYE DISORDERS,N,1,N_and_N_pct,152,10
Xanomeline High Dose,VISION BLURRED,EYE DISORDERS,N_tot,2,AEs,152,10
Xanomeline High Dose,VISION BLURRED,EYE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,152,10
Xanomeline High Dose,VOMITING,GASTROINTESTINAL DISORDERS,N,6,N_and_N_pct,54,5
Xanomeline High Dose,VOMITING,GASTROINTESTINAL DISORDERS,N_tot,8,AEs,54,5
Xanomeline High Dose,VOMITING,GASTROINTESTINAL DISORDERS,N_pct,0.08333333333333333,N_and_N_pct,54,5
Xanomeline High Dose,WOUND HAEMORRHAGE,VASCULAR DISORDERS,N,1,N_and_N_pct,140,18
Xanomeline High Dose,WOUND HAEMORRHAGE,VASCULAR DISORDERS,N_tot,1,AEs,140,18
Xanomeline High Dose,WOUND HAEMORRHAGE,VASCULAR DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,140,18
Xanomeline Low Dose,ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,N,3,N_and_N_pct,142,5
Xanomeline Low Dose,ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,N_tot,3,AEs,142,5
Xanomeline Low Dose,ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,N_pct,0.03125,N_and_N_pct,142,5
Xanomeline Low Dose,AGITATION,PSYCHIATRIC DISORDERS,N,3,N_and_N_pct,55,11
Xanomeline Low Dose,AGITATION,PSYCHIATRIC DISORDERS,N_tot,3,AEs,55,11
Xanomeline Low Dose,AGITATION,PSYCHIATRIC DISORDERS,N_pct,0.03125,N_and_N_pct,55,11
Xanomeline Low Dose,ANXIETY,PSYCHIATRIC DISORDERS,N,3,N_and_N_pct,144,11
Xanomeline Low Dose,ANXIETY,PSYCHIATRIC DISORDERS,N_tot,4,AEs,144,11
Xanomeline Low Dose,ANXIETY,PSYCHIATRIC DISORDERS,N_pct,0.03125,N_and_N_pct,144,11
Xanomeline Low Dose,APPLICATION SITE BLEEDING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,17,2
Xanomeline Low Dose,APPLICATION SITE BLEEDING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,17,2
Xanomeline Low Dose,APPLICATION SITE BLEEDING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,17,2
Xanomeline Low Dose,APPLICATION SITE DERMATITIS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,9,N_and_N_pct,7,2
Xanomeline Low Dose,APPLICATION SITE DERMATITIS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,15,AEs,7,2
Xanomeline Low Dose,APPLICATION SITE DERMATITIS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.09375,N_and_N_pct,7,2
Xanomeline Low Dose,APPLICATION SITE DESQUAMATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,19,2
Xanomeline Low Dose,APPLICATION SITE DESQUAMATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,19,2
Xanomeline Low Dose,APPLICATION SITE DESQUAMATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,19,2
Xanomeline Low Dose,APPLICATION SITE DISCOLOURATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,22,2
Xanomeline Low Dose,APPLICATION SITE DISCOLOURATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,22,2
Xanomeline Low Dose,APPLICATION SITE DISCOLOURATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,22,2
Xanomeline Low Dose,APPLICATION SITE ERYTHEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,13,N_and_N_pct,2,2
Xanomeline Low Dose,APPLICATION SITE ERYTHEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,21,AEs,2,2
Xanomeline Low Dose,APPLICATION SITE ERYTHEMA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.13541666666666666,N_and_N_pct,2,2
Xanomeline Low Dose,APPLICATION SITE IRRITATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,9,N_and_N_pct,6,2
Xanomeline Low Dose,APPLICATION SITE IRRITATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,18,AEs,6,2
Xanomeline Low Dose,APPLICATION SITE IRRITATION,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.09375,N_and_N_pct,6,2
Xanomeline Low Dose,APPLICATION SITE PRURITUS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,23,N_and_N_pct,3,2
Xanomeline Low Dose,APPLICATION SITE PRURITUS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,34,AEs,3,2
Xanomeline Low Dose,APPLICATION SITE PRURITUS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.23958333333333334,N_and_N_pct,3,2
Xanomeline Low Dose,APPLICATION SITE SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,13,2
Xanomeline Low Dose,APPLICATION SITE SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,13,2
Xanomeline Low Dose,APPLICATION SITE SWELLING,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,13,2
Xanomeline Low Dose,APPLICATION SITE URTICARIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,9,2
Xanomeline Low Dose,APPLICATION SITE URTICARIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,9,2
Xanomeline Low Dose,APPLICATION SITE URTICARIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.020833333333333332,N_and_N_pct,9,2
Xanomeline Low Dose,APPLICATION SITE VESICLES,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,5,N_and_N_pct,5,2
Xanomeline Low Dose,APPLICATION SITE VESICLES,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,6,AEs,5,2
Xanomeline Low Dose,APPLICATION SITE VESICLES,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.052083333333333336,N_and_N_pct,5,2
Xanomeline Low Dose,APPLICATION SITE WARMTH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,14,2
Xanomeline Low Dose,APPLICATION SITE WARMTH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,14,2
Xanomeline Low Dose,APPLICATION SITE WARMTH,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,14,2
Xanomeline Low Dose,ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,2,N_and_N_pct,32,8
Xanomeline Low Dose,ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,4,AEs,32,8
Xanomeline Low Dose,ARTHRALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,32,8
Xanomeline Low Dose,ASTHENIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,205,2
Xanomeline Low Dose,ASTHENIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,205,2
Xanomeline Low Dose,ASTHENIA,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,205,2
Xanomeline Low Dose,ATRIAL FIBRILLATION,CARDIAC DISORDERS,N,2,N_and_N_pct,129,6
Xanomeline Low Dose,ATRIAL FIBRILLATION,CARDIAC DISORDERS,N_tot,3,AEs,129,6
Xanomeline Low Dose,ATRIAL FIBRILLATION,CARDIAC DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,129,6
Xanomeline Low Dose,ATRIAL FLUTTER,CARDIAC DISORDERS,N,1,N_and_N_pct,130,6
Xanomeline Low Dose,ATRIAL FLUTTER,CARDIAC DISORDERS,N_tot,1,AEs,130,6
Xanomeline Low Dose,ATRIAL FLUTTER,CARDIAC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,130,6
Xanomeline Low Dose,ATRIOVENTRICULAR BLOCK FIRST DEGREE,CARDIAC DISORDERS,N,1,N_and_N_pct,191,6
Xanomeline Low Dose,ATRIOVENTRICULAR BLOCK FIRST DEGREE,CARDIAC DISORDERS,N_tot,1,AEs,191,6
Xanomeline Low Dose,ATRIOVENTRICULAR BLOCK FIRST DEGREE,CARDIAC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,191,6
Xanomeline Low Dose,ATRIOVENTRICULAR BLOCK SECOND DEGREE,CARDIAC DISORDERS,N,2,N_and_N_pct,24,6
Xanomeline Low Dose,ATRIOVENTRICULAR BLOCK SECOND DEGREE,CARDIAC DISORDERS,N_tot,2,AEs,24,6
Xanomeline Low Dose,ATRIOVENTRICULAR BLOCK SECOND DEGREE,CARDIAC DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,24,6
Xanomeline Low Dose,BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,91,8
Xanomeline Low Dose,BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,1,AEs,91,8
Xanomeline Low Dose,BACK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,91,8
Xanomeline Low Dose,BALANCE DISORDER,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,236,13
Xanomeline Low Dose,BALANCE DISORDER,NERVOUS SYSTEM DISORDERS,N_tot,3,AEs,236,13
Xanomeline Low Dose,BALANCE DISORDER,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,236,13
Xanomeline Low Dose,BLISTER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,5,N_and_N_pct,12,3
Xanomeline Low Dose,BLISTER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,8,AEs,12,3
Xanomeline Low Dose,BLISTER,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.052083333333333336,N_and_N_pct,12,3
Xanomeline Low Dose,BLOOD GLUCOSE INCREASED,INVESTIGATIONS,N,1,N_and_N_pct,127,14
Xanomeline Low Dose,BLOOD GLUCOSE INCREASED,INVESTIGATIONS,N_tot,1,AEs,127,14
Xanomeline Low Dose,BLOOD GLUCOSE INCREASED,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,127,14
Xanomeline Low Dose,BODY TEMPERATURE INCREASED,INVESTIGATIONS,N,1,N_and_N_pct,235,14
Xanomeline Low Dose,BODY TEMPERATURE INCREASED,INVESTIGATIONS,N_tot,1,AEs,235,14
Xanomeline Low Dose,BODY TEMPERATURE INCREASED,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,235,14
Xanomeline Low Dose,BUNDLE BRANCH BLOCK RIGHT,CARDIAC DISORDERS,N,1,N_and_N_pct,215,6
Xanomeline Low Dose,BUNDLE BRANCH BLOCK RIGHT,CARDIAC DISORDERS,N_tot,1,AEs,215,6
Xanomeline Low Dose,BUNDLE BRANCH BLOCK RIGHT,CARDIAC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,215,6
Xanomeline Low Dose,CATARACT OPERATION,SURGICAL AND MEDICAL PROCEDURES,N,1,N_and_N_pct,104,15
Xanomeline Low Dose,CATARACT OPERATION,SURGICAL AND MEDICAL PROCEDURES,N_tot,1,AEs,104,15
Xanomeline Low Dose,CATARACT OPERATION,SURGICAL AND MEDICAL PROCEDURES,N_pct,0.010416666666666666,N_and_N_pct,104,15
Xanomeline Low Dose,CELLULITIS,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,33,7
Xanomeline Low Dose,CELLULITIS,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,33,7
Xanomeline Low Dose,CELLULITIS,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,33,7
Xanomeline Low Dose,CERUMEN IMPACTION,EAR AND LABYRINTH DISORDERS,N,1,N_and_N_pct,201,20
Xanomeline Low Dose,CERUMEN IMPACTION,EAR AND LABYRINTH DISORDERS,N_tot,1,AEs,201,20
Xanomeline Low Dose,CERUMEN IMPACTION,EAR AND LABYRINTH DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,201,20
Xanomeline Low Dose,CHEST DISCOMFORT,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,92,2
Xanomeline Low Dose,CHEST DISCOMFORT,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,92,2
Xanomeline Low Dose,CHEST DISCOMFORT,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,92,2
Xanomeline Low Dose,CHILLS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,103,2
Xanomeline Low Dose,CHILLS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,103,2
Xanomeline Low Dose,CHILLS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,103,2
Xanomeline Low Dose,COLON CANCER,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N,1,N_and_N_pct,143,23
Xanomeline Low Dose,COLON CANCER,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N_tot,1,AEs,143,23
Xanomeline Low Dose,COLON CANCER,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N_pct,0.010416666666666666,N_and_N_pct,143,23
Xanomeline Low Dose,COMPLEX PARTIAL SEIZURES,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,190,13
Xanomeline Low Dose,COMPLEX PARTIAL SEIZURES,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,190,13
Xanomeline Low Dose,COMPLEX PARTIAL SEIZURES,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,190,13
Xanomeline Low Dose,CONFUSIONAL STATE,PSYCHIATRIC DISORDERS,N,3,N_and_N_pct,62,11
Xanomeline Low Dose,CONFUSIONAL STATE,PSYCHIATRIC DISORDERS,N_tot,3,AEs,62,11
Xanomeline Low Dose,CONFUSIONAL STATE,PSYCHIATRIC DISORDERS,N_pct,0.03125,N_and_N_pct,62,11
Xanomeline Low Dose,CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,N,1,N_and_N_pct,202,10
Xanomeline Low Dose,CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,N_tot,1,AEs,202,10
Xanomeline Low Dose,CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,202,10
Xanomeline Low Dose,CONTUSION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,75,16
Xanomeline Low Dose,CONTUSION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,3,AEs,75,16
Xanomeline Low Dose,CONTUSION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.010416666666666666,N_and_N_pct,75,16
Xanomeline Low Dose,COORDINATION ABNORMAL,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,237,13
Xanomeline Low Dose,COORDINATION ABNORMAL,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,237,13
Xanomeline Low Dose,COORDINATION ABNORMAL,NERVOUS SYSTEM DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,237,13
Xanomeline Low Dose,COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,6,N_and_N_pct,37,4
Xanomeline Low Dose,COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,9,AEs,37,4
Xanomeline Low Dose,COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.0625,N_and_N_pct,37,4
Xanomeline Low Dose,CYST,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,88,2
Xanomeline Low Dose,CYST,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,88,2
Xanomeline Low Dose,CYST,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,88,2
Xanomeline Low Dose,DEPRESSED MOOD,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,46,11
Xanomeline Low Dose,DEPRESSED MOOD,PSYCHIATRIC DISORDERS,N_tot,2,AEs,46,11
Xanomeline Low Dose,DEPRESSED MOOD,PSYCHIATRIC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,46,11
Xanomeline Low Dose,DERMATITIS CONTACT,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,20,3
Xanomeline Low Dose,DERMATITIS CONTACT,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,20,3
Xanomeline Low Dose,DERMATITIS CONTACT,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,20,3
Xanomeline Low Dose,DIARRHOEA,GASTROINTESTINAL DISORDERS,N,6,N_and_N_pct,23,5
Xanomeline Low Dose,DIARRHOEA,GASTROINTESTINAL DISORDERS,N_tot,8,AEs,23,5
Xanomeline Low Dose,DIARRHOEA,GASTROINTESTINAL DISORDERS,N_pct,0.0625,N_and_N_pct,23,5
Xanomeline Low Dose,DIZZINESS,NERVOUS SYSTEM DISORDERS,N,9,N_and_N_pct,76,13
Xanomeline Low Dose,DIZZINESS,NERVOUS SYSTEM DISORDERS,N_tot,14,AEs,76,13
Xanomeline Low Dose,DIZZINESS,NERVOUS SYSTEM DISORDERS,N_pct,0.09375,N_and_N_pct,76,13
Xanomeline Low Dose,DYSPEPSIA,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,47,5
Xanomeline Low Dose,DYSPEPSIA,GASTROINTESTINAL DISORDERS,N_tot,2,AEs,47,5
Xanomeline Low Dose,DYSPEPSIA,GASTROINTESTINAL DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,47,5
